cif_id,target,predict
mp-652399,0.0719815269112587,0.05478034168481827
mp-1667345,0.0181132685393095,0.018384313210844994
mp-510449,0.0028354013338685036,0.010038420557975769
mp-569871,0.013651907444000244,0.006694197654724121
mp-1105426,0.08716688305139542,0.10358822345733643
mp-1218760,0.021539106965065002,0.029958050698041916
mp-774525,0.043096017092466354,0.04568646848201752
mp-752940,0.0957275852560997,0.08164234459400177
mp-20614,0.178054079413414,0.1353088617324829
mp-20440,0.08141087740659714,0.084644615650177
mp-1400342,0.023056941106915474,0.018786387518048286
mp-674348,0.13101859390735626,0.10420948266983032
mp-1210483,0.04253856837749481,0.027614537626504898
mp-582883,0.0025241028051823378,0.05884954333305359
mp-1205652,0.01674141362309456,0.019842468202114105
mp-20525,0.014847451820969582,0.01691674441099167
mp-757387,0.017789728939533234,0.019742004573345184
mp-1222054,0.11126303672790527,0.11080089211463928
mp-19293,0.048902418464422226,0.04725072905421257
mp-755075,0.02348911017179489,0.03275572136044502
mp-22673,0.06514779478311539,0.0615907646715641
mp-770490,0.03059791587293148,0.035403840243816376
mp-15126,0.014650832861661911,0.01186538115143776
mp-542729,0.009129551239311695,0.031186014413833618
mp-1201795,0.039773229509592056,0.04590899497270584
mp-5481,0.012602869421243668,0.007543668150901794
mp-1173809,0.043884966522455215,0.04365409538149834
mp-757766,0.004513691179454327,0.006683073937892914
mp-4652,0.07281862944364548,0.06945111602544785
mp-866692,0.018233487382531166,0.015701333060860634
mp-1386967,0.024471774697303772,0.02091212011873722
mp-1221595,0.01918788254261017,0.008535701781511307
mp-698854,0.04583530128002167,0.05199740454554558
mp-758282,0.032031357288360596,0.03209840878844261
mp-1222766,0.05297921597957611,0.05862099677324295
mp-13005,0.02289281040430069,0.027160897850990295
mp-1214950,0.010415283963084221,0.013445129618048668
mp-777355,0.08281372487545013,0.08091400563716888
mp-22425,0.03367858752608299,0.021447278559207916
mp-1239221,0.029480906203389168,0.030909821391105652
mp-774583,0.09409832954406738,0.09609366953372955
mp-865187,0.0792343020439148,0.08194689452648163
mp-559959,0.024464599788188934,0.02872641757130623
mp-998241,0.062402818351984024,0.06340468674898148
mp-1183432,0.023397816345095634,0.01854957453906536
mp-545646,0.027050206437706947,0.03160485252737999
mp-775179,0.0569889172911644,0.04571065306663513
mp-1177935,0.06865375488996506,0.08013636618852615
mp-1224732,0.017702555283904076,0.020574266090989113
mp-1222986,0.020330902189016342,0.023896077647805214
mp-1400865,0.032166603952646255,0.03438067436218262
mp-755725,0.0321330763399601,0.016063598915934563
mp-1113833,0.026861798018217087,0.026203451678156853
mp-1049224,0.028740813955664635,0.022860988974571228
mp-1221078,0.036581359803676605,0.04909210279583931
mp-771970,0.07280352711677551,0.0714012011885643
mp-759657,0.019420888274908066,0.0159904807806015
mp-1202854,0.002841177862137556,0.017110761255025864
mp-1048901,0.025916319340467453,0.03260454908013344
mp-22300,0.12929727137088776,0.10000292956829071
mp-752800,0.020415786653757095,0.029585886746644974
mp-1101480,0.020216623321175575,0.02453242801129818
mp-773199,0.028458254411816597,0.02316608652472496
mp-1364177,0.059147972613573074,0.03835273161530495
mp-743878,0.034021664410829544,0.03474413976073265
mp-1220535,0.006780849304050207,0.00659777969121933
mp-1221774,0.0821409672498703,0.07014080137014389
mp-754568,0.03125797584652901,0.028950924053788185
mp-1211224,0.0535445362329483,0.03501267731189728
mp-1260941,0.01348326075822115,0.014795679599046707
mp-1032875,0.049873754382133484,0.03292601928114891
mp-775299,0.06445659697055817,0.05631045997142792
mp-766852,0.03525237739086151,0.03773926571011543
mp-725062,0.01069803349673748,0.011469969525933266
mp-13348,0.012501648627221584,0.010384971275925636
mp-1201950,0.03559253737330437,0.040699027478694916
mp-546665,0.0701105147600174,0.0659315437078476
mp-1218744,0.03807564824819565,0.03989749774336815
mp-1221505,0.04117940738797188,0.03527243062853813
mp-753358,0.010311715304851532,0.012705501168966293
mp-755709,0.13860835134983063,0.13194341957569122
mp-755718,0.040098562836647034,0.03929179906845093
mp-22502,0.14700913429260254,0.1445285975933075
mp-1226219,0.03709971159696579,0.0039062537252902985
mp-756629,0.02697022631764412,0.025954652577638626
mp-21354,0.10553637146949768,0.07888095080852509
mp-685513,0.012552727945148945,0.02785652130842209
mp-1094054,0.06116972118616104,0.05971236899495125
mp-1227652,0.023906292393803596,0.01100768893957138
mp-1206003,0.0024480202700942755,0.0025571882724761963
mp-1209220,0.027811039239168167,0.039790984243154526
mp-7151,0.011126416735351086,0.00904478132724762
mp-27818,0.07056611776351929,0.08381867408752441
mp-26443,0.021890103816986084,0.024127552285790443
mp-1215658,0.14664104580879211,0.1288638859987259
mp-1036904,0.0016879644244909286,0.005587548017501831
mp-18381,0.025190256536006927,0.04960060864686966
mp-695985,0.009418093599379063,0.00781191885471344
mp-779014,0.060589224100112915,0.051662880927324295
mp-21286,0.10279051214456558,0.07808643579483032
mp-1228033,0.043394122272729874,0.038723621517419815
mp-1272521,0.05720522627234459,0.06229785829782486
mp-759887,0.0084471944719553,0.01369454339146614
mp-1037531,0.012798961251974106,0.010392758995294571
mp-551706,0.029870804399251938,0.03101319819688797
mp-764773,0.04711813107132912,0.043552570044994354
mp-782663,0.09569884091615677,0.08724378794431686
mp-1190648,0.02000034973025322,0.017215272411704063
mp-1212003,0.09321973472833633,0.08638466149568558
mp-1238887,0.024298904463648796,0.02721390314400196
mp-1114109,0.00862997304648161,-0.0010612159967422485
mp-1285565,0.012670330703258514,0.013427171856164932
mp-1110668,0.011395313777029514,0.009420881047844887
mp-1189157,0.09851521253585815,0.10673150420188904
mp-849995,0.004606298170983791,0.011964211240410805
mp-1239173,0.03736811503767967,0.0423743799328804
mp-769526,0.018669800832867622,0.019031696021556854
mp-1213935,0.009061667136847973,0.010691579431295395
mp-1213845,0.016710026189684868,0.01147974468767643
mp-1203513,0.0035365691874176264,0.004422575235366821
mp-1101367,0.022035708650946617,0.020428717136383057
mp-1208169,0.013309630565345287,0.020570319145917892
mp-26138,0.02553858980536461,0.03594429790973663
mp-578610,0.06347715109586716,0.06206076592206955
mp-21434,0.06508219242095947,0.0710277259349823
mp-2230883,0.05766430124640465,0.0541418232023716
mp-1192708,0.029784994199872017,0.035529278218746185
mp-1192991,0.013187560252845287,0.017166083678603172
mp-1221187,0.019860679283738136,0.02020154520869255
mp-573947,0.02675509639084339,0.023748744279146194
mp-1305547,0.06515835225582123,0.06449499726295471
mp-779048,0.020457899197936058,0.0252995602786541
mp-1202275,0.0682636946439743,0.06878849864006042
mp-1204986,0.011925671249628067,0.013789461925625801
mp-555558,0.07915803790092468,0.08901664614677429
mp-20714,0.019922485575079918,0.009386660531163216
mp-27044,0.04148763045668602,0.028394630178809166
mp-29343,0.023221556097269058,0.017903177067637444
mp-777860,0.03959178179502487,0.038940493017435074
mp-1188734,0.009997152723371983,0.07508485019207001
mp-1177989,0.07281406223773956,0.07632943987846375
mp-1226391,0.0018654089653864503,0.006778053939342499
mp-759118,0.045863110572099686,0.03789883106946945
mp-1223185,0.06436086446046829,0.06240697205066681
mp-505040,0.02905196323990822,0.030900057405233383
mp-1209361,0.034607261419296265,0.038217492401599884
mp-756701,0.08318930119276047,0.0855892151594162
mp-1225476,0.10107789188623428,0.11258004605770111
mp-1075901,0.03790999948978424,0.04220575466752052
mp-20711,0.15192770957946777,0.14458870887756348
mp-758262,0.0779872015118599,0.08980883657932281
mp-754450,0.01979444921016693,0.01989739201962948
mp-554354,0.06250428408384323,0.04136361926794052
mp-770611,0.004298754036426544,0.02038002759218216
mp-1201115,0.0037888658698648214,0.012112796306610107
mp-773604,0.014485095627605915,0.02235141396522522
mp-1301551,0.0191304050385952,0.020679479464888573
mp-570990,0.007216264493763447,0.006448954343795776
mp-504699,0.03976651653647423,0.02123596891760826
mp-1223014,0.002356737619265914,0.02843066304922104
mp-560548,0.026298709213733673,0.02655387669801712
mp-1195295,0.1532057374715805,0.15223108232021332
mp-5529,0.07031967490911484,0.10858842730522156
mp-1201549,0.005760537926107645,0.010347800329327583
mp-1305077,0.057456985116004944,0.04223412275314331
mp-554136,0.050563305616378784,0.06981168687343597
mp-772115,0.022610587999224663,0.028315700590610504
mp-1176326,0.013307512737810612,0.021877406165003777
mp-776027,0.06757596880197525,0.07043510675430298
mp-1210815,0.011647423729300499,0.009849846363067627
mp-1036367,0.012394402176141739,0.011191792786121368
mp-1226213,0.08467133343219757,0.1155669093132019
mp-585189,0.08757313340902328,0.08223661780357361
mp-567712,0.023525439202785492,0.006840914487838745
mp-20649,0.08062037080526352,0.06446018069982529
mp-1218433,0.055511001497507095,0.05814654007554054
mp-1356129,0.18618088960647583,0.17306074500083923
mp-9550,0.06182616949081421,0.04305775463581085
mp-1228582,0.02908526547253132,0.04897378385066986
mp-560466,0.04139770567417145,0.04035995528101921
mp-1217304,0.08718040585517883,0.08064877241849899
mp-1191125,0.005899063777178526,0.007799360901117325
mp-610706,0.005761662498116493,0.007663611322641373
mp-20002,0.021434549242258072,0.0134346354752779
mp-2227138,0.046547308564186096,0.04330078139901161
mp-1040889,0.034914206713438034,0.03762363642454147
mp-21171,0.09654552489519119,0.09917895495891571
mp-20970,0.0541846863925457,0.05575084686279297
mp-974042,0.03628512844443321,0.024398166686296463
mp-7086,0.02572866715490818,0.027344482019543648
mp-1221664,0.0243558157235384,0.016617536544799805
mp-850803,0.01156479213386774,0.014328721910715103
mp-865412,0.020694253966212273,0.02085314504802227
mp-2217217,0.10421966016292572,0.10804152488708496
mp-1174072,0.03385007008910179,0.053936269134283066
mp-607399,0.011927424930036068,0.005445640534162521
mp-1222145,0.018714426085352898,0.015765203163027763
mp-1195138,0.01207465399056673,0.016835253685712814
mp-1045021,0.10522154718637466,0.10685509443283081
mp-1189105,0.13325943052768707,0.1311812698841095
mp-1025502,0.010029039345681667,0.02220206707715988
mp-1104382,0.04741262272000313,0.05247417837381363
mp-760680,0.08505517244338989,0.0670396089553833
mp-1227914,0.05925295129418373,0.0611865259706974
mp-7892,0.02122153714299202,0.08827666938304901
mp-1095605,0.06928709894418716,0.05406718701124191
mp-758202,0.060231056064367294,0.06406527757644653
mp-24129,0.035740870982408524,0.027604971081018448
mp-773757,0.014498824253678322,0.02040005475282669
mp-1180832,0.013481100089848042,0.022013623267412186
mp-831244,0.02020895853638649,0.018496757373213768
mp-777900,0.04550592973828316,0.04047039896249771
mp-1196302,0.0024441382847726345,0.010302077978849411
